work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_category_range,salary_level
2024,MI,FT,Data Engineer,133400,USD,133400,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Engineer,98600,USD,98600,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Scientist,223500,USD,223500,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,76700,USD,76700,US,0,US,M,15000-100000,Low
2024,MI,FT,Data Scientist,135000,USD,135000,US,100,US,M,100000-140000,Medium
2024,MI,FT,Data Scientist,108000,USD,108000,US,100,US,M,100000-140000,Medium
2024,SE,FT,Data Scientist,215625,USD,215625,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,138000,USD,138000,US,0,US,M,100000-140000,Medium
2024,SE,FT,AI Engineer,170000,USD,170000,US,100,US,M,140000-185500,High
2024,SE,FT,AI Engineer,130000,USD,130000,US,100,US,M,100000-140000,Medium
2024,SE,FT,ML Engineer,296300,USD,296300,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,166600,USD,166600,US,0,US,M,140000-185500,High
2024,SE,FT,ML Engineer,250600,USD,250600,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,135400,USD,135400,US,0,US,M,100000-140000,Medium
2024,SE,FT,ML Engineer,217100,USD,217100,US,100,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,116900,USD,116900,US,100,US,M,100000-140000,Medium
2024,EN,FT,Data Analyst,50000,GBP,62500,GB,0,GB,M,15000-100000,Low
2024,EN,FT,Data Analyst,41800,GBP,52250,GB,0,GB,M,15000-100000,Low
2024,SE,FT,Data Analyst,108500,USD,108500,US,100,US,M,100000-140000,Medium
2024,SE,FT,Data Analyst,78800,USD,78800,US,100,US,M,15000-100000,Low
2024,MI,FT,Data Analyst,133900,USD,133900,US,100,US,M,100000-140000,Medium
2024,MI,FT,Data Analyst,83800,USD,83800,US,100,US,M,15000-100000,Low
2024,MI,FT,Data Engineer,139001,USD,139001,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Engineer,102739,USD,102739,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Scientist,329333,USD,329333,US,0,US,M,185500-800000,Very High
2024,MI,FT,Data Scientist,176355,USD,176355,US,0,US,M,140000-185500,High
2024,MI,FT,Data Scientist,115000,USD,115000,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Scientist,95000,USD,95000,US,0,US,M,15000-100000,Low
2024,SE,FT,ML Engineer,337250,USD,337250,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,184300,USD,184300,US,0,US,M,140000-185500,High
2024,SE,FT,ML Engineer,229900,USD,229900,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,201400,USD,201400,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,188500,USD,188500,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,165100,USD,165100,US,0,US,M,140000-185500,High
2024,MI,FT,Data Specialist,65325,USD,65325,US,0,US,M,15000-100000,Low
2024,MI,FT,Data Specialist,54437,USD,54437,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Scientist,284280,USD,284280,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,142140,USD,142140,US,0,US,M,140000-185500,High
2024,SE,FT,AI Engineer,237000,USD,237000,US,0,US,M,185500-800000,Very High
2024,SE,FT,AI Engineer,206000,USD,206000,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Engineer,161800,USD,161800,US,0,US,M,140000-185500,High
2024,SE,FT,Data Engineer,97100,USD,97100,US,0,US,M,15000-100000,Low
2024,MI,FT,Data Engineer,121000,USD,121000,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Engineer,88000,USD,88000,US,0,US,M,15000-100000,Low
2024,EN,FT,Data Scientist,129300,USD,129300,US,0,US,M,100000-140000,Medium
2024,EN,FT,Data Scientist,68600,USD,68600,US,0,US,M,15000-100000,Low
2024,SE,FT,ML Scientist,277000,USD,277000,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Scientist,173000,USD,173000,US,0,US,M,140000-185500,High
2024,SE,FT,ML Engineer,250900,USD,250900,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,135200,USD,135200,US,0,US,M,100000-140000,Medium
2024,EN,FT,ML Engineer,195700,USD,195700,US,0,US,M,185500-800000,Very High
2024,EN,FT,ML Engineer,97700,USD,97700,US,0,US,M,15000-100000,Low
2024,SE,FT,ML Leadership,210000,USD,210000,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Leadership,181000,USD,181000,US,0,US,M,140000-185500,High
2024,EN,FT,Data Scientist,137000,USD,137000,US,0,US,M,100000-140000,Medium
2024,EN,FT,Data Scientist,60400,USD,60400,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Analyst,137500,USD,137500,US,0,US,M,100000-140000,Medium
2024,SE,FT,Data Analyst,77000,USD,77000,US,0,US,M,15000-100000,Low
2024,SE,FT,AI Engineer,300000,USD,300000,US,0,US,M,185500-800000,Very High
2024,SE,FT,AI Engineer,225000,USD,225000,US,0,US,M,185500-800000,Very High
2024,MI,FT,ML Engineer,160000,USD,160000,US,0,US,M,140000-185500,High
2024,MI,FT,ML Engineer,100000,USD,100000,US,0,US,M,15000-100000,Low
2024,MI,FT,Data Engineer,212800,USD,212800,US,0,US,L,185500-800000,Very High
2024,MI,FT,Data Engineer,125500,USD,125500,US,0,US,L,100000-140000,Medium
2024,SE,FT,Data Engineer,179600,USD,179600,US,0,US,L,140000-185500,High
2024,SE,FT,Data Engineer,104700,USD,104700,US,0,US,L,100000-140000,Medium
2024,SE,FT,ML Engineer,130100,USD,130100,US,0,US,M,100000-140000,Medium
2024,SE,FT,ML Engineer,130100,USD,130100,US,0,US,M,100000-140000,Medium
2024,SE,FT,ML Engineer,212800,USD,212800,US,100,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,177300,USD,177300,US,100,US,M,140000-185500,High
2024,SE,FT,ML Engineer,320000,USD,320000,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,217600,USD,217600,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,175100,USD,175100,US,100,US,M,140000-185500,High
2024,MI,FT,Data Scientist,195000,USD,195000,US,100,US,M,185500-800000,Very High
2024,MI,FT,Data Scientist,95000,USD,95000,US,100,US,M,15000-100000,Low
2024,MI,FT,Data Scientist,110000,USD,110000,US,100,US,M,100000-140000,Medium
2024,MI,FT,Data Scientist,110000,USD,110000,US,100,US,M,100000-140000,Medium
2024,MI,FT,Data Specialist,50470,USD,50470,US,0,US,M,15000-100000,Low
2024,MI,FT,Data Specialist,50470,USD,50470,US,0,US,M,15000-100000,Low
2024,MI,FT,Data Engineer,105000,USD,105000,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,15000-100000,Low
2024,MI,FT,Data Engineer,105000,USD,105000,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Engineer,213600,USD,213600,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Engineer,103200,USD,103200,US,0,US,M,100000-140000,Medium
2024,EN,FT,Data Analyst,148800,USD,148800,US,0,US,M,140000-185500,High
2024,EN,FT,Data Analyst,99200,USD,99200,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Analyst,145000,USD,145000,CA,100,CA,M,140000-185500,High
2024,SE,FT,Data Analyst,115000,USD,115000,CA,100,CA,M,100000-140000,Medium
2024,MI,FT,Data Analyst,122000,USD,122000,CA,100,CA,M,100000-140000,Medium
2024,EN,FT,Data Analyst,110000,USD,110000,US,0,US,M,100000-140000,Medium
2024,EN,FT,Data Analyst,85000,USD,85000,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Analyst,176000,USD,176000,US,100,US,M,140000-185500,High
2024,SE,FT,Data Analyst,117000,USD,117000,US,100,US,M,100000-140000,Medium
2024,EN,FL,AI Research,60000,USD,60000,IN,100,IN,S,15000-100000,Low
2024,MI,FT,Data Scientist,146000,USD,146000,US,0,US,M,140000-185500,High
2024,MI,FT,Data Scientist,91000,USD,91000,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Scientist,166000,USD,166000,US,0,US,M,140000-185500,High
2024,SE,FT,Data Scientist,157000,USD,157000,US,0,US,M,140000-185500,High
2024,MI,FT,Data Scientist,55403,GBP,69253,GB,0,GB,M,15000-100000,Low
2024,MI,FT,Data Scientist,44322,GBP,55402,GB,0,GB,M,15000-100000,Low
2024,SE,FT,Data Engineer,77040,EUR,85600,LT,0,LT,M,15000-100000,Low
2024,SE,FT,Data Engineer,51360,EUR,57066,LT,0,LT,M,15000-100000,Low
2024,SE,FT,Data Engineer,166000,USD,166000,US,100,US,M,140000-185500,High
2024,SE,FT,Data Engineer,104000,USD,104000,US,100,US,M,100000-140000,Medium
2024,SE,FT,Data Engineer,222400,USD,222400,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Engineer,134800,USD,134800,US,0,US,M,100000-140000,Medium
2024,MI,FT,AI Product,110000,USD,110000,US,0,US,M,100000-140000,Medium
2024,MI,FT,AI Product,95000,USD,95000,US,0,US,M,15000-100000,Low
2024,SE,FT,AI Product,125000,USD,125000,US,0,US,M,100000-140000,Medium
2024,SE,FT,AI Product,110000,USD,110000,US,0,US,M,100000-140000,Medium
2024,SE,FT,ML Engineer,207000,USD,207000,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,153000,USD,153000,US,0,US,M,140000-185500,High
2024,EN,FT,ML Engineer,177100,USD,177100,US,0,US,M,140000-185500,High
2024,EN,FT,ML Engineer,130900,USD,130900,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Specialist,73332,USD,73332,US,100,US,M,15000-100000,Low
2024,MI,FT,Data Specialist,73332,USD,73332,US,100,US,M,15000-100000,Low
2024,EN,FT,Data Analyst,38205,GBP,47756,GB,0,GB,M,15000-100000,Low
2024,EN,FT,Data Analyst,31396,GBP,39245,GB,0,GB,M,15000-100000,Low
2024,EN,FT,Data Analyst,66000,USD,66000,CA,0,CA,M,15000-100000,Low
2024,EN,FT,Data Analyst,53000,USD,53000,CA,0,CA,M,15000-100000,Low
2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M,15000-100000,Low
2024,EN,FT,Data Analyst,80000,USD,80000,US,0,US,M,15000-100000,Low
2024,EN,FT,Data Analyst,62000,USD,62000,US,0,US,M,15000-100000,Low
2024,EN,FT,Data Analyst,44000,USD,44000,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Analyst,166000,USD,166000,US,0,US,M,140000-185500,High
2024,SE,FT,Data Analyst,104000,USD,104000,US,0,US,M,100000-140000,Medium
2024,SE,FT,Data Analyst,194000,USD,194000,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Analyst,116000,USD,116000,US,0,US,M,100000-140000,Medium
2024,SE,FT,ML Engineer,337250,USD,337250,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,184300,USD,184300,US,0,US,M,140000-185500,High
2024,SE,FT,ML Engineer,294000,USD,294000,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,137600,USD,137600,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Specialist,99500,USD,99500,US,0,US,M,15000-100000,Low
2024,MI,FT,Data Specialist,78500,USD,78500,US,0,US,M,15000-100000,Low
2024,MI,FT,Data Scientist,187000,USD,187000,US,0,US,M,185500-800000,Very High
2024,MI,FT,Data Scientist,127000,USD,127000,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Scientist,216200,USD,216200,US,0,US,M,185500-800000,Very High
2024,MI,FT,Data Scientist,102900,USD,102900,US,0,US,M,100000-140000,Medium
2024,SE,FT,Data Scientist,220900,USD,220900,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,122200,USD,122200,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Scientist,144000,USD,144000,US,0,US,M,140000-185500,High
2024,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M,100000-140000,Medium
2024,MI,FT,AI Engineer,177300,USD,177300,US,0,US,M,140000-185500,High
2024,MI,FT,AI Engineer,104300,USD,104300,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Engineer,214500,USD,214500,US,0,US,M,185500-800000,Very High
2024,MI,FT,Data Engineer,121909,USD,121909,US,0,US,M,100000-140000,Medium
2024,SE,FT,Data Engineer,183300,USD,183300,US,0,US,M,140000-185500,High
2024,SE,FT,Data Engineer,101400,USD,101400,US,0,US,M,100000-140000,Medium
2024,SE,FT,Data Engineer,125000,CAD,96153,AU,0,AU,M,15000-100000,Low
2024,SE,FT,Data Engineer,74160,CAD,57046,AU,0,AU,M,15000-100000,Low
2024,EN,FT,Data Analyst,84100,USD,84100,US,0,US,M,15000-100000,Low
2024,EN,FT,Data Analyst,48000,USD,48000,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Engineer,102303,GBP,127878,GB,0,GB,M,100000-140000,Medium
2024,SE,FT,Data Engineer,68202,GBP,85252,GB,0,GB,M,15000-100000,Low
2024,EN,FT,Data Engineer,158620,USD,158620,US,0,US,M,140000-185500,High
2024,EN,FT,Data Engineer,79310,USD,79310,US,0,US,M,15000-100000,Low
2024,EN,FT,Data Analyst,73000,USD,73000,US,0,US,M,15000-100000,Low
2024,EN,FT,Data Analyst,66560,USD,66560,US,0,US,M,15000-100000,Low
2024,MI,FT,Data Scientist,220000,USD,220000,US,0,US,M,185500-800000,Very High
2024,MI,FT,Data Scientist,96600,USD,96600,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Engineer,166000,USD,166000,CA,0,CA,M,140000-185500,High
2024,SE,FT,Data Engineer,82000,USD,82000,CA,0,CA,M,15000-100000,Low
2024,MI,FT,Data Engineer,205600,USD,205600,US,0,US,L,185500-800000,Very High
2024,MI,FT,Data Engineer,118900,USD,118900,US,0,US,L,100000-140000,Medium
2024,SE,FT,ML Engineer,252450,USD,252450,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,183600,USD,183600,US,0,US,M,140000-185500,High
2024,MI,FT,ML Engineer,184900,USD,184900,US,100,US,M,140000-185500,High
2024,MI,FT,ML Engineer,153000,USD,153000,US,100,US,M,140000-185500,High
2024,SE,FT,Data Analyst,278000,USD,278000,US,100,US,M,185500-800000,Very High
2024,SE,FT,Data Analyst,135150,USD,135150,US,100,US,M,100000-140000,Medium
2024,EN,FT,Data Analyst,90000,USD,90000,US,100,US,M,15000-100000,Low
2024,EN,FT,Data Analyst,90000,USD,90000,US,100,US,M,15000-100000,Low
2024,MI,FT,Data Analyst,154800,USD,154800,US,0,US,M,140000-185500,High
2024,MI,FT,Data Analyst,67200,USD,67200,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M,140000-185500,High
2024,SE,FT,Data Analyst,90000,USD,90000,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Analyst,132100,USD,132100,US,0,US,M,100000-140000,Medium
2024,SE,FT,Data Analyst,93700,USD,93700,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Scientist,261000,USD,261000,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,188000,USD,188000,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,224000,USD,224000,CA,0,CA,M,185500-800000,Very High
2024,SE,FT,Data Scientist,176000,USD,176000,CA,0,CA,M,140000-185500,High
2024,SE,FT,Data Scientist,238500,USD,238500,US,100,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,125500,USD,125500,US,100,US,M,100000-140000,Medium
2024,MI,FT,Data Scientist,177300,USD,177300,US,0,US,M,140000-185500,High
2024,MI,FT,Data Scientist,136300,USD,136300,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Scientist,111740,USD,111740,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Scientist,75500,USD,75500,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Scientist,100000,GBP,125000,GB,0,GB,M,100000-140000,Medium
2024,SE,FT,Data Scientist,80000,GBP,100000,GB,0,GB,M,15000-100000,Low
2024,SE,FT,ML Engineer,250000,USD,250000,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,150000,USD,150000,US,0,US,M,140000-185500,High
2024,SE,FT,Data Engineer,299000,USD,299000,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Engineer,169000,USD,169000,US,0,US,M,140000-185500,High
2024,SE,FT,Data Engineer,299000,USD,299000,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Engineer,169000,USD,169000,US,0,US,M,140000-185500,High
2024,SE,FT,Data Engineer,165000,USD,165000,US,100,US,M,140000-185500,High
2024,SE,FT,Data Engineer,140250,USD,140250,US,100,US,M,140000-185500,High
2024,MI,FT,Data Engineer,214300,USD,214300,US,0,US,M,185500-800000,Very High
2024,MI,FT,Data Engineer,108500,USD,108500,US,0,US,M,100000-140000,Medium
2024,SE,FT,ML Engineer,204600,USD,204600,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,84500,USD,84500,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Scientist,252000,USD,252000,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,168000,USD,168000,US,0,US,M,140000-185500,High
2024,EN,FT,Data Analyst,95000,USD,95000,US,0,US,M,15000-100000,Low
2024,EN,FT,Data Analyst,70000,USD,70000,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Engineer,227800,USD,227800,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Engineer,138100,USD,138100,US,0,US,M,100000-140000,Medium
2024,EX,FT,Data Engineer,222400,USD,222400,US,0,US,M,185500-800000,Very High
2024,EX,FT,Data Engineer,134800,USD,134800,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Scientist,128000,USD,128000,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Scientist,64000,USD,64000,US,0,US,M,15000-100000,Low
2024,SE,FT,AI Architect,196500,USD,196500,US,0,US,M,185500-800000,Very High
2024,SE,FT,AI Architect,196500,USD,196500,US,0,US,M,185500-800000,Very High
2024,MI,FT,AI Engineer,132250,USD,132250,US,0,US,M,100000-140000,Medium
2024,MI,FT,AI Engineer,97750,USD,97750,US,0,US,M,15000-100000,Low
2024,EN,FT,Data Analyst,111894,USD,111894,US,0,US,M,100000-140000,Medium
2024,EN,FT,Data Analyst,65820,USD,65820,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Engineer,195500,USD,195500,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Engineer,117300,USD,117300,US,0,US,M,100000-140000,Medium
2024,SE,FT,Data Engineer,264800,USD,264800,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Engineer,172900,USD,172900,US,0,US,M,140000-185500,High
2024,SE,FT,Data Engineer,149500,USD,149500,US,0,US,M,140000-185500,High
2024,SE,FT,Data Engineer,116979,USD,116979,US,0,US,M,100000-140000,Medium
2024,EN,FT,Data Engineer,64000,USD,64000,US,0,US,M,15000-100000,Low
2024,EN,FT,Data Engineer,64000,USD,64000,US,0,US,M,15000-100000,Low
2024,MI,FT,Data Specialist,100000,USD,100000,US,100,US,M,15000-100000,Low
2024,MI,FT,Data Specialist,80000,USD,80000,US,100,US,M,15000-100000,Low
2024,SE,FT,Data Specialist,246000,USD,246000,US,100,US,M,185500-800000,Very High
2024,SE,FT,Data Specialist,118000,USD,118000,US,100,US,M,100000-140000,Medium
2024,EN,FT,Data Analyst,170500,USD,170500,US,0,US,M,140000-185500,High
2024,EN,FT,Data Analyst,89000,USD,89000,US,0,US,M,15000-100000,Low
2024,SE,FT,ML Engineer,220000,USD,220000,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,96600,USD,96600,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Scientist,190000,USD,190000,US,100,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,163238,USD,163238,US,100,US,M,140000-185500,High
2024,MI,FT,Data Engineer,158620,USD,158620,US,0,US,M,140000-185500,High
2024,MI,FT,Data Engineer,72100,USD,72100,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Engineer,220000,USD,220000,DE,0,DE,M,185500-800000,Very High
2024,SE,FT,Data Engineer,96600,USD,96600,DE,0,DE,M,15000-100000,Low
2024,EN,FT,Data Engineer,156100,USD,156100,US,0,US,M,140000-185500,High
2024,EN,FT,Data Engineer,74100,USD,74100,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Engineer,172000,USD,172000,US,0,US,M,140000-185500,High
2024,SE,FT,Data Engineer,75600,USD,75600,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Engineer,286000,USD,286000,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Engineer,143000,USD,143000,US,0,US,M,140000-185500,High
2024,MI,FT,Data Engineer,171700,USD,171700,CA,0,CA,M,140000-185500,High
2024,MI,FT,Data Engineer,110500,USD,110500,CA,0,CA,M,100000-140000,Medium
2024,SE,FT,Data Scientist,166000,USD,166000,US,0,US,M,140000-185500,High
2024,SE,FT,Data Scientist,157000,USD,157000,US,0,US,M,140000-185500,High
2024,MI,FT,Data Analyst,167500,USD,167500,US,0,US,M,140000-185500,High
2024,MI,FT,Data Analyst,89400,USD,89400,US,0,US,M,15000-100000,Low
2024,EN,CT,Data Engineer,100000,USD,100000,US,0,US,M,15000-100000,Low
2024,EN,CT,Data Engineer,90000,USD,90000,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,140000-185500,High
2024,SE,FT,Data Engineer,120000,USD,120000,US,100,US,M,100000-140000,Medium
2024,MI,FT,Data Engineer,133400,USD,133400,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Engineer,94500,USD,94500,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,140000-185500,High
2024,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,100000-140000,Medium
2024,SE,FT,Data Engineer,223150,USD,223150,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Engineer,148784,USD,148784,US,0,US,M,140000-185500,High
2024,SE,FT,Data Engineer,110000,USD,110000,US,100,US,M,100000-140000,Medium
2024,SE,FT,Data Engineer,90000,USD,90000,US,100,US,M,15000-100000,Low
2024,SE,FT,Data Engineer,261800,USD,261800,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Engineer,175600,USD,175600,US,0,US,M,140000-185500,High
2024,MI,FT,Data Scientist,169000,USD,169000,US,0,US,M,140000-185500,High
2024,MI,FT,Data Scientist,119000,USD,119000,US,0,US,M,100000-140000,Medium
2024,MI,FT,Data Scientist,229900,USD,229900,US,100,US,M,185500-800000,Very High
2024,MI,FT,Data Scientist,164200,USD,164200,US,100,US,M,140000-185500,High
2024,SE,FT,Data Scientist,267100,USD,267100,US,100,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,190800,USD,190800,US,100,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,289400,USD,289400,US,100,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,206700,USD,206700,US,100,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,289400,USD,289400,US,100,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,206700,USD,206700,US,100,US,M,185500-800000,Very High
2024,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M,140000-185500,High
2024,MI,FT,Data Scientist,115000,USD,115000,US,100,US,M,100000-140000,Medium
2024,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,163000,USD,163000,US,0,US,M,140000-185500,High
2024,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,163000,USD,163000,US,0,US,M,140000-185500,High
2024,SE,FT,Data Scientist,232000,USD,232000,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Scientist,138000,USD,138000,US,0,US,M,100000-140000,Medium
2024,SE,FT,Data Scientist,90000,GBP,112500,GB,0,GB,M,100000-140000,Medium
2024,SE,FT,Data Scientist,70000,GBP,87500,GB,0,GB,M,15000-100000,Low
2024,MI,FT,Data Scientist,90000,GBP,112500,GB,0,GB,M,100000-140000,Medium
2024,MI,FT,Data Scientist,70000,GBP,87500,GB,0,GB,M,15000-100000,Low
2024,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M,140000-185500,High
2024,SE,FT,Data Scientist,155000,USD,155000,US,100,US,M,140000-185500,High
2024,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,100000-140000,Medium
2024,SE,FT,Data Analyst,90000,USD,90000,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,100000-140000,Medium
2024,SE,FT,Data Analyst,90000,USD,90000,US,0,US,M,15000-100000,Low
2024,SE,FT,Data Analyst,240000,USD,240000,US,0,US,M,185500-800000,Very High
2024,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,100000-140000,Medium
2024,SE,FT,Data Analyst,118500,USD,118500,US,100,US,M,100000-140000,Medium
2024,SE,FT,Data Analyst,118500,USD,118500,US,100,US,M,100000-140000,Medium
2024,EN,FT,Data Analyst,92494,USD,92494,US,0,US,M,15000-100000,Low
2024,EN,FT,Data Analyst,47433,USD,47433,US,0,US,M,15000-100000,Low
2024,EN,FT,Data Analyst,39000,USD,39000,CO,100,CO,M,15000-100000,Low
2024,EN,FT,Data Analyst,24000,USD,24000,CO,100,CO,M,15000-100000,Low
2024,SE,FT,ML Engineer,223000,USD,223000,US,100,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,185000,USD,185000,US,100,US,M,140000-185500,High
2024,SE,FT,ML Engineer,235000,USD,235000,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,190000,USD,190000,US,0,US,M,185500-800000,Very High
2024,MI,FT,ML Engineer,175000,USD,175000,US,0,US,M,140000-185500,High
2024,MI,FT,ML Engineer,160000,USD,160000,US,0,US,M,140000-185500,High
2024,SE,FT,ML Engineer,322000,USD,322000,US,100,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,230000,USD,230000,US,100,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,322000,USD,322000,US,100,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,230000,USD,230000,US,100,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,194000,GBP,242500,GB,100,GB,M,185500-800000,Very High
2024,SE,FT,ML Engineer,133000,GBP,166250,GB,100,GB,M,140000-185500,High
2024,SE,FT,ML Engineer,152000,EUR,168888,FR,100,FR,M,140000-185500,High
2024,SE,FT,ML Engineer,105000,EUR,116666,FR,100,FR,M,100000-140000,Medium
2024,SE,FT,ML Engineer,188000,EUR,208888,DE,100,DE,M,185500-800000,Very High
2024,SE,FT,ML Engineer,129000,EUR,143333,DE,100,DE,M,140000-185500,High
2024,MI,FT,ML Engineer,165400,USD,165400,US,0,US,M,140000-185500,High
2024,MI,FT,ML Engineer,127300,USD,127300,US,0,US,M,100000-140000,Medium
2024,SE,FT,ML Engineer,259000,USD,259000,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,204000,USD,204000,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,296300,USD,296300,US,0,US,M,185500-800000,Very High
2024,SE,FT,ML Engineer,166600,USD,166600,US,0,US,M,140000-185500,High
2024,SE,FT,ML Engineer,264200,USD,264200,US,0,US,M,185500-800000,Very High
